City,Year,Month,Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
New Delhi,2021,12,1,17.9,22.3,14.3,-,72,0,1.6,3.1,9.4,-,,,,
New Delhi,2021,12,2,16.1,22.3,14,-,93,2.03,1.1,7,13,-,o,,,
New Delhi,2021,12,3,17.4,22,13.9,-,85,0,1.3,4.4,11.1,-,,,,
New Delhi,2021,12,4,,,,,,,,,,,,,,
New Delhi,2021,12,5,,,,,,,,,,,o,,,
New Delhi,2021,12,6,,,,,,,,,,,,,,
New Delhi,2021,12,7,17.3,24.4,12.6,-,72,0,2.3,8.3,16.5,-,,,,
New Delhi,2021,12,8,16.4,24,11,-,69,0,2.4,6.5,14.8,-,,,,
New Delhi,2021,12,9,16.7,22.9,10.9,-,72,0,2.4,4.8,11.1,-,,,,
New Delhi,2021,12,10,,,,,,,,,,,,,,
New Delhi,2021,12,11,,,,,,,,,,,,,,
New Delhi,2021,12,12,,,,,,,,,,,,,,
New Delhi,2021,12,13,15.1,21.8,9.4,-,67,0,2.3,2.4,13,-,,,,
New Delhi,2021,12,14,15.4,21.8,10,-,76,0,1.6,3.3,11.1,-,,,,
New Delhi,2021,12,15,15.3,22,11,-,69,0,1.8,3.7,16.5,-,,,,
New Delhi,2021,12,16,,,,,,,,,,,,,,
New Delhi,2021,12,17,,,,,,,,,,,,,,o
New Delhi,2021,12,18,,,,,,,,,,,,,,o
New Delhi,2021,12,19,11.6,17,5,-,62,0,1.9,9.8,18.3,-,,,,
New Delhi,2021,12,20,12.3,19,5.8,-,58,0,2.1,4.3,11.1,-,,,,
New Delhi,2021,12,21,13.8,21,7.2,-,56,0,1.8,4.1,16.5,-,,,,
New Delhi,2021,12,22,,,,,,,,,,,,,,
New Delhi,2021,12,23,,,,,,,,,,,,,,o
New Delhi,2021,12,24,,,,,,,,,,,,,,
New Delhi,2021,12,25,16.5,23,10,-,73,0,1,2.2,11.1,-,,,,
New Delhi,2021,12,26,15.7,23.4,12,-,91,0.25,1.1,7,13,-,o,,,
New Delhi,2021,12,27,15.7,20.7,12,-,75,3.05,1.6,3.3,9.4,-,,,,
New Delhi,2021,12,28,,,,,,,,,,,o,,,o
New Delhi,2021,12,29,,,,,,,,,,,,,,o
New Delhi,2021,12,30,,,,,,,,,,,,,,
New Delhi,2021,12,31,11.5,19,7,-,73,0,1.6,4.4,11.1,-,,,,
